COWNum,COWID,StateName,OtherName,ISD_Category,Region,Start,Start_Am,EStart,EStart_Am,Declare,DecDate,Population,PopDate,PopAm,PopulationHigh,PopulationLow,StartType,StartType_Am,StartSettle,End,End_Am,EndType,EndType_Am,EndSettle,Sovereignty_Am,EuroDip,Borders,Borders_Am,Latitude,Longitude,Capital,VioStart,VioStart_Am,VioEnd,VioEnd_Am,DestinationA,DestinationB,DestinationC,DestinationD,DestinationE,DestinationF,DestinationG,DestinationH,DestinationI,DestinationJ,DestinationK,DestinationL,DestinationM,DestinationN,DestinationO,DestinationP,DestinationQ,DestinationR,DestinationS,DestinationT,DestinationU
4333,CAY,Cayor,"Kajoor, Damel",2,1,1816-01-01,0,1556,0,-9,-9,250000,1775,0,250000,180000,2,0,0,1861-02-01,1,1,0,1,0,1,0,1,15 37 7.7 N,16 13 50.9 W,Mboul,1,0,1,0,433,,,,,,,,,,,,,,,,,,,,
482,CEN,Central African Republic,-9,1,1,1960-08-13,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
483,CHA,Chad,-9,1,1,1960-08-11,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
7638,CHM,Chamba,"Camba, Campa, Gadderan (part of state known as) Pangi",2,2,1816-01-01,0,1752,1,0,-9,115773,1881,0,127834,115773,2,0,0,1843-12-31,1,1,0,1,1,1,1,1,32 34 12 N,76 07 48 E,Chamba,1,0,1,0,750,,,,,,,,,,,,,,,,,,,,
8124,CHP,Champasak,-9,3,3,1816-01-01,0,1713,1,0,-9,-9,-9,1,-9,-9,2,0,0,1829-12-31,1,2,0,0,1,1,0,1,14 53 0 N,105 52 0 E,Champasak,1,0,1,0,812,,,,,,,,,,,,,,,,,,,,
8123,CHI,Chien Khouang/ Xiang Khouang/ Xieng Khouang,-9,3,3,1816-01-01,0,800,1,0,-9,-9,-9,1,-9,-9,2,0,0,1831-12-31,1,2,0,0,1,1,0,1,19 19 29 N,103 21 33 E,Muang Phuan,1,0,1,0,812,,,,,,,,,,,,,,,,,,,,
155,CHL,Chile,-9,1,4,1818-02-12,1,-9,-9,1,18-09-1810,771'450,1820,0,-9,-9,5,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,33 26 0 S,70 40 0 W,Santiago,1,0,-9,-9,155,,,,,,,,,,,,,,,,,,,,
710,CHN,China,-9,1,3,1816-01-01,0,1368,0,0,-9,381'000'000,1820,0,-9,-9,6,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,39 55 0 N,116 23 0 E,Beijing,1,0,-9,-9,710,712,,,,,,,,,,,,,,,,,,,
7704,CHT,Chitral,Kator,3,2,1816-01-01,0,1600,1,0,-9,80207,1912,0,-9,80207,-9,-9,-9,1878-12-31,1,1,0,1,1,-9,0,1,35 50 46 N,71 47 9 E,Chitral,-9,1,0,1,770,,,,,,,,,,,,,,,,,,,,
100,COL,Colombia,Gran Colombia,2,4,1819-12-17,1,-9,-9,1,20-07-1810,3000000,1830,0,-9,3000000,4,1,1,2016-12-31,0,-9,-9,-9,0,1,1,0,4 42 40 N,74 4 20 W,Bogota,1,1,-9,-9,100,,,,,,,,,,,,,,,,,,,,
581,COM,Comoros,-9,1,1,1975-12-31,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
484,CON,Congo,-9,1,1,1960-08-15,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
94,COS,Costa Rica,-9,1,4,1840-01-01,1,-9,-9,1,30-05-1858,86000,1840,0,-9,70000,3,0,1,2016-12-31,0,-9,-9,-9,0,1,1,0,9 56 0 N,84 5 0 W,San José,0,1,-9,-9,94,,,,,,,,,,,,,,,,,,,,
344,CRO,Croatia,-9,1,5,1992-01-15,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
40,CUB,Cuba,-9,1,4,1902-05-20,1,-9,-9,1,21-06-1901,1572797,1899,0,-9,-9,2,0,1,1906-09-29,0,6,-9,-9,1,1,1,0,23 8 12 N,82 21 32 W,Havana,1,0,1,0,40,,,,,,,,,,,,,,,,,,,,
40,CUB,Cuba,-9,1,4,1909-01-23,1,-9,-9,0,-9,2'219'000,1910,0,-9,-9,2,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,23 8 0 N,82 23 0 W,Havana,0,0,-9,-9,40,,,,,,,,,,,,,,,,,,,,
7590,CUT,Cutch,"Kutch, Cautch, Kachchh",2,2,1816-01-01,0,1548,1,0,-9,409522,1852,0,558415,409522,2,0,1,1819-10-13,1,1,0,1,1,1,0,1,23 15 0 N,69 40 12 E,Bhuj,1,0,1,0,750,,,,,,,,,,,,,,,,,,,,
352,CYP,Cyprus,-9,1,5,1960-08-16,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
316,CZR,Czech Republic,-9,1,5,1993-01-01,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
315,CZE,Czechoslovakia,-9,1,5,1918-10-28,0,-9,-9,1,28-10-1918,13610000,1921,0,-9,-9,3,0,1,1939-03-15,0,2,0,0,0,1,1,0,50 5 0 N,14 25 0 E,Prague,1,0,1,0,316,317,,,,,,,,,,,,,,,,,,,
315,CZE,Czechoslovakia,-9,1,5,1945-05-10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1992-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
3375,DAG,Dagestan,"Daghestan, Imamate of Dagestan, Imamate of Shamyl, Avaristan",3,2,1834-01-01,1,-9,-9,1,01-01-1824,160600,1926,0,-9,-9,1,0,0,1859-12-31,0,2,0,0,0,1,0,0,42 45 26 N,46 50 44 E,,1,0,0,0,365,,,,,,,,,,,,,,,,,,,,
4341,DAH,Dahomey,The Fon Kingdom,2,1,1816-01-01,1,1715,0,1,01-01-1831,200000,1850,0,300000,150000,2,0,0,1894-01-29,1,1,0,1,0,1,1,1,7 11 07.1 N,1 59 48.4 E,Abomey,1,0,1,0,434,,,,,,,,,,,,,,,,,,,,
6251,DAR,Darfur,Fur Sultanate,1,1,1816-01-01,0,1650,0,0,-9,100000,1956,0,1500000,-9,2,0,0,1874-01-01,1,2,0,1,0,1,-9,1,13 37 17.4 N,25 21 11.2 E,Al-Fashir,1,0,1,0,625,,,,,,,,,,,,,,,,,,,,
8532,DLI,Deli Sultanate,Sultanate of Deli,3,3,1816-01-01,1,1814,1,1,01-01-1669,-9,1930,0,321000,-9,2,0,0,1862-08-22,0,1,0,1,1,1,1,1,3 35 0 N,98 40 0 E,Medan,-9,-9,0,0,850,,,,,,,,,,,,,,,,,,,,
490,DRC,Democratic Republic of the Congo,-9,1,1,1960-06-30,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
390,DEN,Denmark,-9,1,5,1816-01-01,0,950,1,0,-9,1'155'000,1820,0,-9,-9,1,0,0,1940-04-09,0,2,0,0,0,1,1,0,55 40 34 N,12 34 6 E,Copenhagen,0,0,1,0,390,,,,,,,,,,,,,,,,,,,,
390,DEN,Denmark,-9,1,5,1945-05-07,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
7534,DHR,Dhar,Dhar of the Puars,3,2,1816-01-01,0,1754,1,0,-9,37865,1820,0,-9,37865,2,1,0,1819-12-31,0,1,0,1,0,1,0,0,22 35 52.8 N,75 18 14.4 E,Dhar,0,0,1,1,750,,,,,,,,,,,,,,,,,,,,
7705,DIR,Dir,Dhyr,2,2,1816-01-01,0,1700,1,0,-9,100000,1900,0,140000,100000,1,1,0,1895-12-31,1,1,0,1,0,1,0,1,35 12 24 N,71 52 36 E,Dir,0,1,1,0,770,,,,,,,,,,,,,,,,,,,,
522,DJI,Djibouti,-9,1,1,1977-06-27,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
54,DMA,Dominica,-9,1,4,1978-11-03,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
42,DOM,Dominican Republic,-9,1,4,1844-01-16,1,-9,-9,1,01-01-1821,200000,1850,0,-9,200000,2,0,-9,1861-03-18,1,1,0,-9,1,1,1,0,18 28 0 N,69 57 0 W,Santo Domingo,1,0,0,0,42,,,,,,,,,,,,,,,,,,,,
42,DOM,Dominican Republic,-9,1,4,1865-05-03,0,-9,-9,0,-9,200000,1850,0,-9,200000,2,0,-9,1916-05-16,0,2,0,-9,0,1,1,0,18 28 0 N,69 57 0 W,Santo Domingo,1,1,1,1,42,,,,,,,,,,,,,,,,,,,,
42,DOM,Dominican Republic,-9,1,4,1924-09-29,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,42,,,,,,,,,,,,,,,,,,,,
860,ETM,East Timor,-9,1,3,2002-09-27,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
7103,ETS,Eastern Turkestan,"Emirate of Turkestan, Chinese Turkestan, Kashgaria",2,2,1866-01-01,1,-9,-9,0,-9,1015000,1873,0,-9,370000,2,0,1,1877-12-18,0,2,0,1,1,1,0,1,39 28 5.16 N,75 59 37.68 E,,1,0,1,0,710,,,,,,,,,,,,,,,,,,,,
130,ECU,Ecuador,-9,1,4,1830-05-13,0,-9,-9,1,13-05-1830,500000,1830,0,-9,500000,2,0,-9,2016-12-31,0,-9,-9,-9,0,1,1,0,0 14 0 S,78 31 0 W,Quito,1,1,-9,-9,130,,,,,,,,,,,,,,,,,,,,
4768,EGB,Egba,Abeokuta (the capital),3,1,1830-01-01,0,-9,-9,1,-9,150000,1845,0,-9,40000,3,1,-9,1893-12-31,0,1,0,1,0,1,0,0,7 9 39 N,3 20 54 E,Abeokuta,0,0,1,0,475,,,,,,,,,,,,,,,,,,,,
651,EGY,Egypt,-9,1,1,1833-05-04,0,-9,-9,0,-9,4476000,1840,0,-9,-9,2,0,1,1882-09-14,0,2,0,0,0,1,1,0,30 2 0 N,31 13 0 E,Cairo,1,0,1,0,651,652,670,666,660,663,625,,,,,,,,,,,,,,
651,EGY,Egypt,-9,1,1,1937-05-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,651,,,,,,,,,,,,,,,,,,,,
92,SAL,El Salvador,-9,1,4,1840-01-01,0,-9,-9,1,30-01-1841,315000,1840,0,366000,212553,3,0,1,2016-12-31,0,-9,-9,-9,1,1,1,0,13 41 24 N,89 11 24 W,San Salvador,1,0,-9,-9,92,,,,,,,,,,,,,,,,,,,,
5321,LIM,Enarya (Limmu),"Limmu-Enarya (or Limmu-Innarya), Inarit",2,1,1816-01-01,1,1632,0,0,-9,100000,1840,0,-9,40000,2,0,0,1882-01-01,1,2,0,0,0,1,0,1,08 12 00 N,36 56 00 E,Saqqa,1,0,1,1,530,,,,,,,,,,,,,,,,,,,,
411,EQG,Equatorial Guinea,-9,1,1,1968-10-12,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
531,ERI,Eritrea,-9,1,1,1993-05-24,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
366,EST,Estonia,-9,1,5,1918-11-11,1,-9,-9,1,24-02-1918,1'115'000,1920,0,-9,-9,3,0,0,1940-06-17,0,2,0,0,0,1,1,0,59 25 0 N,24 45 0 E,Tallinn,1,0,1,0,366,,,,,,,,,,,,,,,,,,,,
366,EST,Estonia,-9,1,5,1991-09-06,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
530,ETH,Ethiopia,"Abyssinian Kingdom, Solomonic Dynasty, Abyssinia",1,1,1816-01-01,0,1270,0,0,-9,2000000,1842,0,4000000,-9,6,1,0,1936-05-07,1,2,0,0,0,1,0,0,09 01 48 N,38 44 24 E,Addis Ababa,1,0,1,1,530,,,,,,,,,,,,,,,,,,,,
530,ETH,Ethiopia,-9,1,1,1941-05-05,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
987,FSM,Federated States of Micronesia,-9,1,3,1986-11-03,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
950,FIJ,Fiji,-9,3,3,1871-06-05,1,-9,-9,0,-9,114748,1881,0,-9,114748,1,0,1,1874-10-10,0,1,0,1,0,1,-9,1,18 8 29.76 S,178 26 30.84 E,Suva,1,0,0,0,950,,,,,,,,,,,,,,,,,,,,
950,FIJ,Fiji,-9,1,3,1970-10-10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
375,FIN,Finland,-9,1,5,1917-12-06,0,-9,-9,1,04-12-1917,3'133'000,1920,0,-9,-9,2,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,60 10 0 N,24 56 0 E,Helsinki,0,0,-9,-9,375,,,,,,,,,,,,,,,,,,,,
4381,DJA,Fouta Djallon,"Fouta Jallon, Futa Jallon, Fuuta Jaloon",2,1,1816-01-01,0,1750,1,0,-9,100000,-9,0,-9,100000,1,1,0,1887-02-06,0,1,0,1,0,1,1,1,10 38 00 N,11 50 00 W,Timbo,1,0,1,1,438,,,,,,,,,,,,,,,,,,,,
4331,FTO,Fouta Toro,"Futa Toro, Fuuta Toro",2,1,1816-01-01,0,1776,0,0,-9,250000,1900,0,700000,100000,6,1,0,1891-02-06,1,1,0,0,0,1,1,1,16 39 36.8 N,14 57 34.6 W,,1,0,1,1,433,,,,,,,,,,,,,,,,,,,,
220,FRN,France,-9,1,5,1944-08-25,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
220,FRN,France,-9,1,5,1816-01-01,0,843,0,0,-9,31'250'000,1820,0,-9,-9,3,0,1,1942-11-11,0,2,0,0,0,1,1,0,48 51 24 N,2 21 8 E,Paris,1,0,1,0,220,,,,,,,,,,,,,,,,,,,,
247,FRK,Frankfurt,Frankfurt am Main Frankfort am Main,3,5,1816-01-01,0,-9,-9,-9,-9,47850,1816,0,54000,-9,2,1,1,1866-09-20,0,2,0,1,0,1,1,1,50 6 49 N,8 40 47 E,Frankfurt-am-Main,0,1,1,0,255,260,,,,,,,,,,,,,,,,,,,
4045,FDU,Fuladu,"Fulladu, Fulbe State, Fulbe Firdu State",2,1,1872-01-01,1,-9,-9,0,-9,20000,1875,0,-9,20000,3,0,0,1896-12-31,1,1,0,1,1,1,0,1,13 23 00 N,14 33 00 E,N'Dorna,1,0,0,1,404,433,438,,,,,,,,,,,,,,,,,,
6252,FNJ,Funj Sultanate,"Sennar, Funj Kingdom, Funj Sultanate of Sennar (or Sinnar)",1,1,1816-01-01,0,1504,0,0,-9,100000,1699,0,-9,-9,1,0,0,1821-06-01,0,2,0,0,0,1,1,1,13 38 59.2 N,33 33 44.3 E,Sennar,1,0,1,0,625,,,,,,,,,,,,,,,,,,,,
481,GAB,Gabon,-9,1,1,1960-08-17,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
420,GAM,Gambia,-9,1,1,1965-02-18,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
5516,GAZ,Gaza Empire,aba-Gaza,2,1,1821-01-01,1,-9,-9,0,-9,95000,1900,0,210000,95000,1,0,0,1895-12-28,0,1,0,0,0,1,0,0,20 28 25.9 S,32 56 35.4 E,,1,0,1,0,541,552,,,,,,,,,,,,,,,,,,,
5223,GEL,Geledi Sultanate,Gobroon Kingdom,3,1,1816-01-01,0,1799,1,0,-9,100000,1840,0,-9,40000,3,0,0,1908-12-31,0,1,0,0,0,1,0,0,2 08 34.3 N,45 06 59.9 E,Afgooye,1,0,1,0,520,,,,,,,,,,,,,,,,,,,,
372,GRG,Georgia,-9,1,5,1991-12-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
5323,GEA,Gera,-9,3,1,1835-01-01,1,-9,-9,0,-9,15500,1880,1,-9,-9,2,0,0,1896-12-31,1,2,0,0,0,-9,0,0,7 40 0 N,36 15 0 E,,1,0,1,0,530,,,,,,,,,,,,,,,,,,,,
265,GDR,German Democratic Republic,-9,1,5,1954-03-25,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1990-10-02,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
260,GFR,German Federal Republic,-9,1,5,1955-05-05,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1990-10-02,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
255,GMY,Germany,-9,1,5,1990-10-03,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
255,GMY,Germany,Prussia,1,5,1816-01-01,0,06-1815,0,0,-9,24905000,1820,0,-9,-9,3,0,1,1945-05-08,0,4,0,1,0,1,1,0,52 31 12 N,13 24 18 E,Berlin,1,0,1,0,255,305,212,315,290,349,344,211,210,325,,,,,,,,,,,
452,GHA,Ghana,-9,1,1,1957-03-06,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
8567,GIA,Gianyar,Gianjer Gianjar Gyanyar Gianjeer,3,3,1816-01-01,0,1771,1,1,01-01-1771,10000,1837,1,-9,10000,3,0,0,1842-01-01,1,2,1,0,1,0,0,0,8 32 38.76 S,115 15 44.49 E,Gianyar,-9,-9,0,0,850,,,,,,,,,,,,,,,,,,,,
8567,GIA,Gianyar,Gianjer Gianjar Gyanyar Gianjeer,3,3,1893-01-01,1,-9,-9,-9,-9,10000,1837,1,-9,10000,2,0,0,1900-01-01,0,1,0,1,1,0,0,0,8 32 38.76 S,115 19 31.66 E,Gianyar,1,0,0,0,850,,,,,,,,,,,,,,,,,,,,
8567,GIA,Gianyar,Gianjer Gianjar Gyanyar Gianjeer,3,3,1849-01-01,1,-9,-9,1,-9,10000,1837,1,-9,10000,2,0,1,1883-01-01,1,3,1,1,0,0,0,0,8 32 38.76 S,115 19 31.66 E,Gianyar,0,1,0,0,850,,,,,,,,,,,,,,,,,,,,
4363,GOB,Gobir-Tibiri,,1,1,1836-01-01,1,-9,-9,0,-9,-8,-9,9,-9,-9,6,0,0,1898-12-31,0,2,0,-9,0,0,0,0,13 34 01 N,7 3 7 E,,0,0,1,0,436,,,,,,,,,,,,,,,,,,,,
5305,GJJ,Gojjam,,2,1,1816-01-01,0,1769,1,0,-9,-9,-9,0,-9,-9,2,0,0,1855-12-31,1,2,0,0,1,1,1,1,10 20 00 N,37 43 00 E ,Debre Markos,-9,-9,1,0,530,,,,,,,,,,,,,,,,,,,,
5324,GOM,Gomma,Goma,3,1,1816-01-01,0,1750,1,0,-9,15000,1880,1,18000,-9,1,1,0,1886-01-31,0,2,0,0,1,1,1,0,7 51 0 N,36 35 0 E,,0,1,1,1,530,,,,,,,,,,,,,,,,,,,,
4531,GNJ,Gonja,,2,1,1816-01-01,0,1600,1,-9,-9,118000,1869,0,118000,-9,1,0,0,1892-12-31,1,1,0,1,1,1,0,1,09 25 56.77 N,00 00 15.33 W,Yendi,-9,-9,0,0,452,439,,,,,,,,,,,,,,,,,,,
8553,GOW,Gowa,"Makassar, Goa",3,3,1816-01-01,0,1530,1,0,-9,100000,1650,1,-9,100000,2,0,0,1911-01-01,0,1,0,0,1,1,0,1,5 12 0 S,119 27 0 E,,1,0,1,0,850,,,,,,,,,,,,,,,,,,,,
350,GRC,Greece,-9,1,5,1944-10-13,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
350,GRC,Greece,-9,1,5,1828-01-01,1,-9,-9,1,02-02-1830,753400,1828,0,-9,651233,2,0,1,1941-04-23,0,2,0,0,0,1,1,0,37 59 2.3 N,23 43 40.1 E,Athens,1,0,1,0,350,,,,,,,,,,,,,,,,,,,,
55,GRN,Grenada,-9,1,4,1974-02-07,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
90,GUA,Guatemala,-9,1,4,1840-01-01,1,-9,-9,1,21-03-1847,751000,1840,0,847000,660580,3,0,1,2016-12-31,0,-9,-9,-9,0,1,1,1,14 36 48 N,90 32 7 W,Guatemala City,0,1,-9,-9,90,,,,,,,,,,,,,,,,,,,,
438,GUI,Guinea,-9,1,1,1958-10-02,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
